BrandCode	PartNumber	Weight	Length	Width	Height
KYS	1913014	3	10.5	3.5	3.5
KYS	1913016	2	8.5	8.5	3.5
KYS	1913017	3	6.5	7.5	7.5
KYS	1914006	3	12	6.5	4.5
KYS	1914011	3	11	7.5	6
KYS	1914013	2	12	6.5	4.5
KYS	1914014	3	11.5	4	4
KYS	1914015	3	11.5	4	4
KYS	1914016	3	11.5	4	4
KYS	1915004	3	10	4	4
KYS	1915008	3	12	6.5	4.5
KYS	1915005	3	12	6.5	4.5
KYS	1812016	5	10	6	4.5
KYS	1915010	4	10.5	3.5	3.5
KYS	1918001	3	12	6	4.5
KYS	1918004	4	10.5	3.5	4.5
KYS	1917004	2	10	5.5	4
KYS	1917009	4	11.5	4	4
KYS	1917010	4	11.5	4	4
KYS	1918008	3	10	4	4
KYS	1999225	3	9.5	5	4
KYS	1999223	3	11	3.5	3.5
KYS	1999016	2	7	4	3.5
KYS	1999228	3	11.5	4	4
KYS	1999234	3	11.5	4	4
KYS	2012006	0.05	6	6	4
KYS	2012007	0.05	6	6	4
KYS	2017002	0.05	6	6	4
KYS	2017001	0.05	3	3	2
KYS	2015003	0.05	4	3	3
KYS	2013003	0.05	3	3	2
KYS	2099002	0.05	3	3	2
KYS	2099003	0.05	3	3	2
KYS	2099004	0.05	3	3	2
KYS	2099016	0.05	3	3	2
KYS	2099013	0.05	3	3	2
KYS	2017003	0.05	6	6	4.5
KYS	2099019	0.05	6	6	4.5
KYS	2099023	0.05	6	6	4.5
KYS	2099028	0.05	6	6	4.5
KYS	2112008	0.05	6	6	4.5
KYS	2113011	0.05	6	6	4.5
KYS	2113016	0.05	4	3	3
KYS	2114001	0.05	4	3	3
KYS	2114002	0.05	4	3	3
KYS	2199005	0.05	4	3	3
KYS	2199008	0.05	4	3	3
KYS	2199027	0.05	4	3	3
KYS	2199067	0.05	4	3	3
KYS	2212002	0.05	4	3	3
KYS	2212004	0.05	4	3	3
KYS	2212005	0.05	6	6	4
KYS	2213007	0.05	6	6	4
KYS	2213013	0.05	6	6	4
KYS	2213014	0.05	6	6	4
KYS	2214002	0.05	6	6	4
KYS	2214003	0.05	6	6	4
KYS	2214006	0.05	6	6	4
KYS	2217002	0.05	6	6	4
KYS	2217003	0.05	6	6	4
KYS	2299101	0.05	6	6	4
KYS	2299005	0.05	3	3	2.5
KYS	2312001	0.05	3	3	2.5
KYS	2312002	0.05	3	3	2.5
KYS	2312003	0.05	3	3	2.5
KYS	2318002	0.05	3	3	2.5
KYS	2399001	0.05	3	3	2.5
KYS	2399003	0.05	3	3	2.5
KYS	2399004	0.05	3	3	2
KYS	2399005	0.05	3	3	2.5
KYS	2399009	0.05	3	3	2.5
KYS	2399023	0.05	3	3	2.5
KYS	2412005	0.05	10	6.5	4.5
KYS	2414010	0.05	8	4	4
KYS	2414011	0.05	6	3	3
KYS	2499078	0.05	6.5	5.5	4.5
KYS	2499110	0.05	8	4	4
KYS	2499111	0.05	6	3	3
KYS	2499120	0.05	6	3	3
KYS	2660004	0.05	7	3.5	6
KYS	2660006	0.05	7	3.5	6
KYS	2660018	0.05	7	3.5	6
KYS	2660019	0.05	7	3.5	6
KYS	2660020	0.05	7	3.5	6
KYS	2660037	0.05	7	3.5	6
KYS	2660039	0.05	7	3.5	6
KYS	2660060	0.05	7	3.5	6
KYS	2660061	0.05	7	3.5	6
KYS	2660064	0.05	7	3.5	6
KYS	2660065	0.05	7	3.5	6
KYS	2660040	0.05	7	3.5	6
KYS	2660043	0.05	7	3.5	6
KYS	2660045	0.05	7	3.5	6
KYS	2660047	0.05	7	3.5	6
KYS	2660066	0.05	7	3.5	6
KYS	2660070	0.05	7	3.5	6
KYS	2660071	0.05	7	3.5	6
KYS	2660074	0.05	7	3.5	6
KYS	2660075	0.05	7	3.5	6
KYS	2712004	0.05	7	3.5	6
KYS	2712005	0.05	7	3.5	6
KYS	2712006	0.05	7	3.5	6
KYS	2712007	0.05	7	3.5	6
KYS	2799200	1	11	7	2
KYS	2799202	0.05	7	3.5	6
KYS	2799211	0.05	7	3.5	6
KYS	2799212	0.05	7	3.5	6
KYS	2799237	1	11	7	2
KYS	2799238	1	11	7	2
KYS	3099007	5	8	5.5	5
KYS	3112001	0.05	8.5	8	8.5
KYS	3112005	0.05	9	8.5	1.75
KYS	3112006	0.05	16	10.5	8.5
KYS	3112007	0.05	13	11	5.5
KYS	3112009	0.05	8	8	8.5
KYS	3112010	0.05	13	11	5.5
KYS	3112012	0.05	13	11	5.5
KYS	3113004	0.05	14	10.5	1
KYS	1441002	16	10.5	8	8.5
KYS	3114001	16	10	8	8.5
KYS	3117001	0.05	17.5	11.5	8.5
KYS	3117002	0.05	16	10	8
KYS	3118003	0.05	13	9.5	1.5
KYS	3114003	0.05	13	5	1
KYS	3199021	0.05	16	10	8
KYS	3199030	0.05	10.5	10.5	0.75
KYS	3199034	0.05	8	19.25	0.38
KYS	4399131	0.05	8	4	4
KYS	1441002	16	10.5	8	8.5
KYS	1299032	4	8	8	8.5
SUN	ARD-1035	3	10.5	3.5	3.5
SUN	CO-2030CA	18	10.5	7.5	7.5
SUN	CO-2077CA	18	10.5	7.5	7.5
SUN	CO-2172CA	20	10.5	7.5	7.5
SUN	CO-3109CA	25	8.5	6	10
SUN	CO-2184CA	18	10.5	7.5	7.5
SUN	CO-3114CA	25	8.5	6	10
SUN	CO-2462CA	18	10.5	7.5	7.5
SUN	CO-2319CA	20	10.5	7.5	7.5
SUN	CO-2461CA	20	11.5	7.5	7.5
SUN	CO-1062CA	18	10.5	7.5	7.5
SUN	CO-2312CA	18	10.5	7.5	7.5
SUN	CO-2337CA	18	10.5	7.5	7.5
SUN	CO-6212CA	18	10.5	7.5	7.5
SUN	CO-3109CA	25	8.5	6	10
SUN	CO-3102CA	25	8.5	6	10
INT	F-1023	3	7.5	7.5	6.5
SUN	CO-6155CA	18	10.5	7.5	7.5
SUN	CO-6297CA	35	14	9	11
SUN	CO-6291CA	20	10.5	7.5	7.5
SUN	CO-1062CA	18	10.5	7.5	7.5
KYS	1441001	18	10.5	8	9
SUN	EXV-1092	0.05	4	2	1.5
SUN	EXV-1014	0.05	4	2	1.5
SUN	EXV-1102	0.05	4	2	1.5
REM	10021526	12	10	10	7.5
MSC	87422777R	12	8	7.5	7
HOR	993293	2	5	4.5	3
HOR	994348	5	11	10	3.5
HOR	9908504	15	10.5	10.5	7
HOR	Q995568	15	13	12	5
HOR	Q995575	18	13	12	5
HOR	Q995582	20	14	14	8.5
HOR	Q995617	20	14	14	8.5
HOR	Q995669	15	12.5	12	4.5
ARP	100-7531	1	14.5	6	0.05
ARP	100-7532	1	14.5	6	0.05
ARP	100-7533	2	14.5	6	0.05
ARP	100-7534	2	14.5	6	0.05
ARP	150-2505	2	9.5	5.75	0.05
ARP	200-8793	2	7	4.75	0.05
ARP	230-4201	13	11	7	2
ARP	230-6301	2	9.5	6	0.05
ARP	230-4202	13	11	7	2
ARP	247-4202	10	11	7	2
ARP	247-4203	10	11	7	2
ARP	247-4205	10	11	7	2
ARP	250-4202	12	11	7	2
ARP	250-4204	15	11	7	2
ARP	247-6303	1	14.5	6	0.05
ARP	147-2503	1	9.5	5.5	0.05
ARP	238-4201	35	11	7	4.5
ARP	250-4206	1	9.5	6	0.05
ARP	250-4301	15	11	7	2
ARP	250-6303	5	14	5.75	0.05
ARP	250-4205	15	11	7	2
ARP	147-2502	1	9.5	6	0.05
ARP	150-2504	1	9.5	6	0.05
GAT	90K-39159B	5	10	9	5.5
GAT	90K-39159	5	10	9	5.5
GAT	90K-38702HD	8	10	9	5.5
GAT	38667K3	15	11	9	8.5
GAT	38667K1	16	12	12	6.5
GAT	91002	8	17	13	5.5
GAT	91002-4	0.05	6.5	2	2.5
GAT	91143	0.05	12	5	0.05
GAT	CO34833	0.05	7	5.5	5
GAT	CO34908	0.05	4.5	4	3.5
GAT	45006	10	16.5	13	8
GAT	FB1012	10	13.5	10.5	7
GAT	90K-38501HDA	4	10	9	5.5
GAT	90K-38501HDD	4	10	9	5.5
GAT	90K-38503HD	4	10	9	5.5
GAT	90K-38556HDB	5	10	9	5.5
GAT	90K-38569HD	7	10	9	5.5
GAT	90K-38587HD	5	10	9	5.5
GAT	90K-38587HDA	5	10	9	5.5
GAT	90K-38587HDD	5	10	9	5.5
GAT	90K-38610HDA	5	10	9	5.5
GAT	90K-38633HDB	5	10	9	5.5
GAT	90K-38610HDC	5	10	9	5.5
GAT	90K-38610HD	5	10	9	5.5
GAT	90K-38671HD	5	10	9	5.5
GAT	90K-38671HDA	5	10	9	5.5
GAT	90K-38671HDB	5	10	9	5.5
GAT	90K-39051	5	10	9	5.5
GAT	90K-39052	3	10	9	5.5
GAT	90K-39153	5	10	9	5.5
GAT	90K-39153A	5	10	9	5.5
GAT	46001HD	30	16	13.5	6
GAT	46002HD	28	14	8	9
GAT	46003HD	35	17	9	9.5
GAT	90K-38667HDA	13	12	12	6.5
GAT	90K38667HDD	13	12	12	6.5
GAT	90K-38667HDB	13	12	12	6.5
GAT	90K-38667HDE	13	12	12	6.5
GAT	90K-38158	3	10	9	5.5
GAT	90K-38158A	3	10	9	5.5
GAT	45054HD	38	14	10.5	12
GAT	90K-38158C	3	10	9	5.5
GAT	90K-38159	2	10	9	5.5
GAT	90K-38285	7	10	9	5.5
GAT	90K-38501HD	4	10	9	5.5
GAT	43526	5	6.5	6.5	6.5
GAT	43545HD	25	21	10.5	6.5
GAT	44042	15	19	11	7
GAT	44052HD	23	14	9	6.5
GAT	44056	20	19	11	7
GAT	45052HD	40	13.5	11.5	10.5
GAT	44062HD	50	13.5	11.5	10.5
GAT	42133	5	6.5	6.5	6.5
GAT	42283	3	6	5.5	4.5
GAT	42291	5	6.5	6.5	6.5
GAT	43445HD	7	13.5	9	7
GAT	42349	3	6	5.5	4.5
GAT	42355HD	7	8	8.5	7
GAT	42349BH	8	12	8	8
GAT	43327BH	10	12	8	8
GAT	43010	5	19	11	7
GAT	43273	8	10	8	8
GAT	43240HD	13	11.5	9	8
GAT	43324	5	16.5	6	5
GAT	43325HD	7	8.5	8	7
GAT	38517	5	8.5	4.5	3
GAT	38532	5	8.5	4.5	3
GAT	38535	5	8.5	4.5	3
GAT	38556	5	8.5	4.5	3
GAT	38610	5	8.5	4.5	3
GAT	38633	5	8.5	4.5	3
GAT	38629	5	8.5	4.5	3
GAT	38667	12	10	10	8
GAT	38671	5	9.5	6.5	4.5
GAT	38702	4	8.5	5	3.5
GAT	39051	3	8.5	5	3.5
GAT	38620	4	8.5	5	3.5
GAT	39052	3	8.5	5	3.5
GAT	39153	3	8.5	5	3.5
GAT	39159	2	8.5	5	3.5
GAT	39242	3	8.5	5	3.5
GAT	41162	2	6	5	4.5
GAT	41176HD	6	7	7.5	6.5
GAT	41176HD	2	5.5	6	4.5
GAT	41185	5	7	6.5	6.5
GAT	41507E	1	6	5	4.5
GAT	42241HD	7	8.5	8	7
GAT	36225	0.05	3.5	3.5	2
GAT	36230	1	3.5	3.5	2
GAT	36239	0.05	3.5	3.5	2
GAT	36310	1	3.5	3.5	2
GAT	36324	1	4.5	4.5	3.5
GAT	36351	2	3.5	3.5	2
GAT	36354	1	4	4	2
GAT	36492	1	4.5	4.5	3
GAT	36742	1	3.5	3.5	2
GAT	36770	1	4.5	4.5	3.5
GAT	36776	1	6.5	4	3
GAT	33747S	0.05	2.5	2.5	2.5
GAT	38103	1	8.5	4.5	3.25
GAT	38158	1	6	6	4.5
GAT	38159	1	8.5	4.5	3.25
GAT	38172	2	8.5	4.5	3.25
GAT	38191	5	9.5	6.5	4.5
GAT	38274	2	8.5	4.5	3.5
GAT	38257	5	9.5	6.5	4.5
GAT	38285	5	8.5	4.5	3.5
GAT	38321	2	8.5	4.5	3.5
GAT	38501	5	8.5	4.5	3.5
GAT	38503	5	8.5	4.5	3.5
GAT	38516	3	8.5	4.5	3.5
GAT	38556	3	8.5	4.5	3.5
GAT	34854	0.05	3.5	3	3.5
GAT	33058	0.05	3	2.5	2.5
GAT	33299	0.05	3	2.5	2.5
GAT	33579	0.05	3.5	3	3.5
GAT	33909	0.05	3	2.5	2.5
GAT	33946	0.05	3	2.5	2.5
GAT	33947	0.05	3	2.5	2.5
GAT	33956	0.05	3	2.5	2.5
GAT	33959	1	3.5	3	3.5
GAT	33957	1	4	4	5
GAT	33958	1	4	4	5
GAT	33962	1	3.5	3	3.5
GAT	33966	0.05	3	2.5	2.5
GAT	33747S	0.05	3	2.5	2.5
GAT	34149	0.05	6.5	5	4
GAT	34212	0.05	3	2.5	2.5
GAT	34148	0.05	3.5	3.5	5.5
GAT	34240	0.05	3.5	3	3.5
GAT	33578	0.05	3.5	3	3.5
GAT	34308	0.05	3.5	3	3.5
GAT	36091	1	3.5	3.5	2
GAT	36094	0.05	3.5	3.5	2
GAT	36177	1	3.5	3.5	2
GAT	36200	0.05	3	3	3
GAT	31286	0.05	3	2.5	2.5
MSP	N43205	0.65	6.5	3.5	3
MSP	N47404	0.65	6.5	3.5	3
MSP	N47413	0.65	6.5	3.5	3
MSP	N47414	0.65	6.5	3.5	3
MSP	N47418	0.65	6.5	3.5	3
MSP	N47420	0.65	6.5	3.5	3
MSP	N47421	0.65	6.5	3.5	3
MSP	N69204	0.65	6.5	3.5	3
MSP	N83201	0.65	6.5	3.5	3
MSP	N83202	0.65	6.5	3.5	3
MSP	N65201	0.65	6.5	3.5	3
MSP	N65202	0.65	6.5	3.5	3
MSP	N65203	0.65	6.5	3.5	3
MSP	N65261	0.65	6.5	3.5	3
MSP	N43201	0.65	6.5	3.5	3
MSP	N43202	0.65	6.5	3.5	3
MSP	N43204	0.65	6.5	3.5	3
MSP	N47202	0.65	6.5	3.5	3
MSP	N47205	0.65	6.5	3.5	3
MSP	N47407	0.65	6.5	3.5	3
MSP	N47210	0.65	6.5	3.5	3
MSP	N61202	0.65	6.5	3.5	3
MSP	N61203	0.65	6.5	3.5	3
MSP	N61204	0.65	6.5	3.5	3
MSP	N65208	0.65	6.5	3.5	3
MSP	N65207	0.65	6.5	3.5	3
MSP	N47412	0.65	6.5	3.5	3
WAL	1004-1021	0.08	8.5	6	2
WAL	1004-1022	0.08	8.5	6	2
WAL	1004-1025	0.08	8.5	6	2
WAL	1001-1004	0.15	3	2	1.5
WAL	1002-1005	0.15	3	2	1.5
WAL	1003-1057	0.15	5.5	2	2
WAL	1003-1059	0.15	5.5	2	2
WAL	1003-1060	0.15	5.5	2	2
WAL	270-1048	0.1	5	2.75	2.75
DOR	65175	0.1	5.5	2	0.05
DOR	65214	0.05	4.5	2	0.05
DOR	68168	0.05	5.5	2	0.05
DOR	090-936CD	0.1	4	1	0.05
DOR	46831	0.7	18	12	0.05
DOR	300-149	2	7.5	7.5	2
DOR	96109	0.65	10.25	5.25	3.25
DOR	599-5103	0.6	11.5	6	2
DOR	599-5002	5	11	7	7.5
DOR	603-5107	4.4	13.5	11.5	10
DOR	615-202	0.9	24	8	1.25
DOR	603-5211	8.5	24.5	13.5	9
DOR	904-138	0.6	10.5	3.75	2.75
DOR	603-5402	1.5	11.5	7	10.5
DOR	603-5502	1.5	11.5	7	10.5
DOR	679-005	10	20	8.5	5
DOR	603-5510	4.5	20.5	13	9
DOR	904-6009	1.5	7	5	2
DOR	615-203	0.6	10.5	8	2
DOR	904-249	0.55	9	5	5
DOR	603-5101	4.65	20	15.5	7
DOR	674-7029	0.95	9	8.5	2
DOR	904-5056	6.5	12	8	9.5
DOR	603-5206	2.5	11	11.5	7
DOR	904-5031	12	19	9.5	6
DOR	620-5601	5.85	16	14	4
DOR	901-5202	0.1	3	3	2.5
DOR	761-5202	0.2	6	5	3
DOR	625-212	0.7	12.5	5.5	6
DOR	901-5203	0.1	3	3	2
DOR	904-5013	0.2	4.5	3	2.25
DOR	888-5207	1.4	7.5	7	6.25
DOR	888-5208	1.4	7.5	7	6.25
DOR	902-2068	0.8	6	4	3
DOR	615-201	1.2	23.5	8	2
DOR	904-109	0.15	14.5	2	2.25
DOR	902-5403	0.1	2.5	2.5	1.5
DOR	902-5201	0.1	2.5	2.5	1.5
DOR	904-136	0.2	3.5	3	1.25
DOR	904-120	0.25	3	3	3
DOR	904-229	1.15	7.5	6.5	2.5
DOR	904-231	0.2	2.5	2.5	3.5
DOR	904-7509	1.4	4.5	2.5	4
DOR	904-293	1.2	4	4	4
DOR	904-232	0.05	2.5	2.5	1
DOR	904-346	1.2	6.5	4.25	3
DOR	904-407	1.4	5.5	5.5	5.5
DOR	904-137	1.5	14.25	6	4
DOR	888-5518	1.5	10.5	9	6
DOR	904-413	1.1	7.5	3.5	4.5
DOR	904-415	0.05	4	3	1
DOR	904-463	0.15	4.75	2	2
DOR	904-479	0.65	9.5	4.75	2
DOR	904-500	0.35	4.25	3.5	3.5
DOR	603-217	3.9	16	12	8
DOR	904-5004	7.5	10.5	9	8.5
DOR	904-5052	0.15	3	3	2.5
DOR	904-7029	0.25	4	3	2.5
DOR	904-5555	0.1	3	2.5	1
DOR	924-5401	0.35	4	2	1
DOR	904-201	0.15	4.75	4.75	2.5
DOR	902-1004	0.25	4	3.75	4
DOR	904-7902	1.8	16	6.5	2
DOR	904-7903	1.6	13.5	7	3
DOR	904-7904	1.75	11.5	9	3
DOR	904-7909	0.25	4.5	3	2
DOR	924-5205	0.2	4	3	2.5
DOR	978-5101	0.8	5.5	4.25	3.25
DOR	978-5501	0.85	10	3.5	3
DOR	938-5403	1.75	14	2	1
DOR	888-5509	1.6	12.5	6.5	8
DOR	904-256	0.65	2.5	2.5	2.5
DOR	888-5510	1.6	12.5	6.5	8
DOR	645-607	0.05	5	3	3
DOR	904-5020	15	19	10	6
MAH	015TP21004000	6.2	12	10	8
MAH	2243451WR020	3	4	4	4
MAH	S42262	0.05	6	6	1
MAH	41909.020	1.25	10	5	2
MAH	CB1413P	0.15	3.5	2.5	1.25
MAH	JV5060	0.45	8	7.5	2
MAH	JV1700	0.45	8	7.5	2
MAH	67857	0.3	6.5	6	2
MAH	GS33703	1.25	6	6.5	2.25
MAH	GS33504	5	6	6.5	2.25
MAH	6012092	4.25	8	7	3
DOR	801-700	6.25	16.5	12.5	4.5
FPD	90004	1	9	9	2
FPD	RE70143	4.5	14	9	2
FPD	FP-3901173	0.3	3.5	3.5	1.5
MAH	THD788D	0.6	4.5	4.5	4.5
MAH	TX21187	0.15	3.5	3.5	2.75
MAH	CB1869P	0.05	3.25	2.25	1.25
MAH	286TS20118000	0.15	8	4.25	0.05
MAH	SS47537	1.5	7.5	6.5	0.05
MAH	GS33693	6.5	8	7.5	2.25
MAH	GS33954	0.45	5	4.5	1
MAH	GS33691	0.3	6.5	6	2.5
MAH	MS1718P	2.6	4.75	4.75	2.75
MAH	SH1986	0.2	3.5	2	2.5
MAH	SH994S	0.6	5.25	2.5	2.5
MAH	2243523WR040	28.5	13	11.5	9
MAH	2243709WR020	9.5	13	9	4.5
MAH	2243709	11	8.5	8.5	4.5
MAH	2243673	3.2	5	5	6
MAH	2253331CX	5.1	6	5.5	7
MAH	TW696S	1.2	7	4.5	1
MAH	TW717S	1.6	6.5	3	1
MAH	S42170	0.15	5	5	1
MAH	2243672020	4.5	5	5	5
REM	1090-09650-01	12	10	10	7
REM	10020791	9.5	10	10	7
REM	10021314	9	10	10	7
MAH	286TC14015000	24	10	10.5	11
REM	10020755	8	10	10	7
REM	1090-09750-01	14	10	10	7
MAH	GS33678	0.65	8	7	2
MAH	48383	0.4	6	6	2.5
REM	1033-40600-01	0.3	8	7.5	1.5
MAH	GS33692	2.3	8	7	2
REM	1033-40600-02	1.8	8	7.5	1.5
MAH	KX46910KIT	2.1	10.5	7.5	5
CUM	5473296RX	5.5	12.5	7	5
CUM	5496045HX	3.2	7.5	7.5	5
REM	10021530	10	10	10	7
CUM	3046207	3.5	8	8	5
CUM	3411767	3	10	5	2
REM	1033-07781-01	1.2	14	5	1.5
CUM	5523951	17.5	11	10.5	7.5
HOL	4033253H	10	10	7	10
CUM	3942581RX	4.5	10.5	7	4
REM	1033-07782-01	2	14	5	1.5
CUM	4903472PX	3.5	10	5	2
CUM	5579405PX	2.5	10	4	2.5
CUM	4326869RX	0.6	9	4	3
CUM	3929039	14	21	8.5	7
CUM	5263262NX	2	10	4	2.5
CUM	5263308PX	2.5	10	4	2.5
CUM	5263318PX	2.5	10	4	2.5
CUM	3990517RX	2.7	11.5	7.5	2.5
CUM	3054250PX	2.4	6.5	3.5	2
CUM	A064S965	1.7	7	5	4
CUM	2871862	2.4	14.5	13.5	2
HOL	4032772HX	3.7	9.5	6	6.5
CUM	4999610	3.9	11.5	6.5	4
CUM	3283054	2.4	12.5	7.5	6.5
CUM	4307475	0.8	10	6.5	2.5
CUM	3800984	1.7	7	7	5
CUM	5473331	0.04	3.5	2.5	3.5
CUM	3921644	0.45	4.5	4.5	4.5
CUM	3927063	7.4	7.25	5	4
CUM	3937555	3.8	8	4	4
CUM	3975126	4.8	11	10.5	7.5
CUM	5283479	3.3	13.5	14	10.5
HOL	4034114H	5.5	9.5	6	6.5
CUM	3991168	3.5	13	4	4
CUM	4089544	1.9	11.5	11	2.5
CUM	4955481	4.8	6.5	6.5	8
CUM	3904630	0.25	3	2.5	2
CUM	3017993	1.35	5	2.5	2.5
CUM	5305254NX	0.85	7.5	5	4
CUM	5255204	1.5	10	10	6
CUM	5347703	0.9	7.5	7.5	1.5
CUM	4896409	0.12	13.5	8.5	0.05
CUM	5621364	2	8.5	4	4
HOL	6382091HX	4	7.5	7.5	5
CUM	4384373RX	11	10	7.5	7.5
CUM	2897334NX	0.05	3	2.5	1.5
CUM	3001837	0.05	3.5	3.5	1.5
CUM	3076491	0.2	5	2.5	2.5
CUM	2872468	0.05	7	1.5	1.5
CUM	3800616	0.25	5	5	1
CUM	3802748RX	0.65	6	1.5	1.5
CUM	3804899	0.25	4	4	1.5
CUM	3864178	0.15	3.5	2.5	2.5
CUM	3408705	0.05	3.5	2	1.5
CUM	3920711	1.4	7.5	4.5	2.5
CUM	3931523	0.05	3.5	3.5	1
CUM	5272959	0.15	4.5	3	1.5
CUM	3959798	0.15	4	3.5	3
CUM	5406093	0.65	5	4.5	4.5
CUM	3802338	0.25	7	1.5	1
CUM	5291050	2.2	6	5	4
CUM	3934486	0.6	8	7.5	1.5
CUM	3944205RX	0.8	6	1.5	1
CUM	4921728	0.25	4	3.5	3.5
CUM	4983253	0.05	4	3.5	1
CUM	5259499	0.15	6	6	1.5
CUM	5292744	0.1	2.5	2.5	2.5
CUM	5338295	0.05	5	5	1
CUM	5406102	0.1	3	2	1.5
PAI	141427	6.5	15.5	6	5
PAI	141428	6.5	15.5	6	5
PAI	111502	4.5	6	5	6.5
GAR	702302-0002	0.6	5	5	1
PAI	131401	2.3	21	9	1
PAI	136115	0.45	5	5	1
PAI	136006	0.25	3.5	3.5	1
PAI	136018	0.45	5	5	1
PAI	131453	0.3	14.5	8.5	0.05
PAI	331280	0.25	12	9	0.05
PAI	131529	0.3	14.5	8.5	0.05
PAI	ESP-3509	0.8	5	4.5	3
PAI	621230	0.35	6.5	6.5	1.5
PAI	636020	0.35	6.5	6.5	1.5
FPD	FP-8929102	0.6	13	11	1.5
FPD	FP-23522279	0.6	13	11	1.5
FPD	FP-23516322	0.6	13	11	1.5
FPD	FP-23522269	0.6	13	11	1.5
PRO	10R0963R	4.25	13	8	2
PRO	631017R	3	13	8	2
PRO	0R8469R	2	13	8	2
PRO	3056342R	8.5	13	8	2
PRO	5237466R	4.5	13	8	2
PRO	10R1259R	5	13	8	2
IMB	M-7C3095	0.6	3	3	3.5
IMB	M-7E5213	0.3	5	5	1.25
IMB	R-0R3420	0.65	7.5	4.25	2
IMB	M-9S3068	0.1	5.5	5.5	1
IMB	MCB6CEXPK	0.8	3.5	2.5	2
IMB	MCB6BEXPK	0.8	3.5	2.5	2
IMB	M-BM27253	1.5	10.25	5	2.5
IMB	M-4089405	1.25	5	5	2
PRO	5237466R	5.5	13	8	2
IMB	M-3800328	9.5	12.5	6	5.5
IMB	M-3801826	18.5	12.5	7	7
IMB	M-3801106	3	6	5.5	3.5
IMB	M-3804303	0.3	14	9	2
IMB	M-3802077	4.5	17	10.5	1.5
IMB	M-3913990	15	8	4.5	3
IMB	M-3804500	0.35	6.5	6.5	1
IMB	M-3918175	9.5	13	5.5	3.5
IMB	A-23506735	6.5	7	7	7
IMB	A-23515581	0.8	4.5	4.5	2
IMB	A-23522269	0.1	10	6	0.05
IMB	A-23531604	12	11	10.5	3.5
IMB	A-8929710	1.25	4	3	2
IMB	M-1003652	0.5	7	4	1.25
IMB	M-150288	2.5	10	5	2.5
IMB	M-1818598C1	0.05	3.5	2.5	2.5
IMB	M-1817687	3.5	7	7	7.5
IMB	M-1830669C92	0.05	3.5	1.5	1.5
IMB	M-1W311	0.45	4	3	1.5
IMB	M-1W312	0.45	4	3	1.5
IMB	M-1W8922	0.45	6.5	6.5	1
IMB	M-203670	0.3	10	5	2.5
IMB	M-2W8265	0.1	5.25	5.25	1.25
IMB	M-3016760	0.45	3	3.5	2
CUM	3958112	7.5	23	23	3.25
IMB	R-3047978	1.5	8.25	2.25	2.25
IMB	R-3054249	1.3	8	2	2
IMB	R-5199734	3.5	3.5	3.5	4
IMB	R-3054231	1.65	10.5	3.25	3.25
IMB	R-5226312	0.05	3.25	1.5	1.25
IMB	R-5226338	0.05	3.25	1.5	1.25
IMB	R-5226392	0.05	3.25	1.5	1.25
IMB	R-5226474	0.05	3.25	1.5	1.25
IMB	R-5226434	0.05	3.25	1.5	1.25
IMB	R-5226422	0.05	3.25	1.5	1.25
IMB	R-5226495	1.9	8	4.25	2.5
IMB	R-0R3419	0.75	7	4.5	2
IMB	R-5228378	0.05	3.25	1.5	1.25
IMB	R-5228530	0.05	3.25	1.5	1.25
IMB	R-5228770	1.9	8	4.25	2
IMB	R-5228484	3.9	10.5	5	2.5
IMB	R-5228773	1.9	8	4.25	2.5
IMB	R-5229216	1.9	8	4.25	2.5
IMB	R-3054219	1.3	8	2	2
IMB	R-4062569	3.3	13	6	3.5
IMB	R-5229598	0.05	3.5	1.5	1.5
IMB	R-5229657	0.05	3.5	1.5	1.5
IMB	R-3047973	2	8	2	2
IMB	R-10R0963	4.5	10.5	5.5	3
IMB	MCB46620	0.05	8	9	0.05
IMB	MCB46600	0.1	10.5	9	1.5
IMB	MCB62120	0.1	8.5	8.5	1
IMB	MCB6N7527	0.05	3.5	1.5	1.5
IMB	MCB69120	0.45	10	7.5	0.05
IMB	MCB73120	0.65	10	7.5	0.05
IMB	R-3016676	1.6	8.5	2.5	2
IMB	R-3084108	1.45	7	1.5	1.5
IMB	MCB10035S	1.25	10.5	8.5	1.5
IMB	M-6V1788	0.8	10.5	8.5	1.5
IMB	MCB3406B	0.75	14	9	1.5
IMB	MCB3406BPM	0.6	14	9	1.5
IMB	M-6N3723	0.5	10.5	8.5	1.5
IMB	A-5108120	1.45	14	9	1.5
IMB	MCB1W3010	0.4	3.5	1.5	1.5
IMB	MCB41006/32	0.4	3.5	1.5	1.5
IMB	MCB46610	0.1	8.5	8.5	1.5
IMB	M-2410825	0.5	8.5	8.5	1.5
IMB	MCB3300SC	0.65	8.5	8.5	1.5
IMB	MCB3300SCE	0.3	10.5	8.5	1.5
IMB	MCB3300SCL	0.15	10.5	8.5	1.5
IMB	MCB3300SLOHS	0.75	14	9	2
IMB	M-6N1133	0.3	10.5	8.5	1.5
IMB	MCB3208-OH	0.45	10.5	8.5	1.5
IMB	MCB3208-OHS	0.5	10.5	8.5	1.5
IMB	MCB1002OH-S	0.5	10.5	8.5	1.5
IMB	MCB10030	0.5	10.5	8.5	1.5
IMB	MCB1002OH-S	0.4	10.5	8.5	1.5
IMB	MCB1003OH-1	0.4	10.5	8.5	1.5
